Index	Homograph	Context	TargetWord	Label
1	места	Я считаю, это зависит от места проживания.	места	1
2	места	необходимостью определения места расположения требуемого сегмента БД;	места	1
3	места	Необходимы для описания того, как персонаж добирается до места встречи из одного локуса в другой.	места	1
4	места	Для «имперских замашек», которые кое-кто пытается приписать России, здесь просто нет места.	места	1
5	места	Процесс поиска своего места, удовлетворяющего разнообразные амбиции подростка, был непростым и порой даже болезненным.	места	1
6	места	Поддерживая иммунные комплексы в растворенном состоянии, комплемент позволяет иммунным комплексам диффундировать из места их образования в кровоток, благодаря чему снижается вероятность взаимодействия ЦИК с эндотелием сосудов, а также с лейкоцитами и тромбоцитами, снижая тем самым возможность локального воспаления.	места	1
7	места	Формирование автоматизированного рабочего места аналитика, включающего как обязательные фиксированные периодические формы представления результатов, так и режим работы с нерегламентированными запросами;	места	1
8	места	При этом больше одного места жительства успели сменить только 5 % респондентов.	места	1
9	места	Вытянутые до предела подтяжки внезапно со страшной силой сокращаются, срывают философа и графика с места и с грохотом стукают их друг о друга лбами.	места	1
10	места	Немецкой полиции даже не пришлось тратить время на розыски водителя, который врезался в чужую машину и скрылся с места происшествия.	места	1
11	места	Вдруг в промежутке между выступлениями со своего места поднялся какой-то человек и объявил, что он тоже хочет выступить.	места	1
12	места	Это подразумевает использование информационной среды в виде образовательных сайтов и порталов с размещенными на них интерактивными и мультимедийными пособиями, оффлайновыми и онлайновыми курсами учебных дисциплин, доступными из любого места и в любое время из корпоративной сети или из глобальной сети Internet.	места	1
13	места	Я могу сорваться с места и уехать куда-нибудь просто потому, что хочется переменить обстановку.	места	1
14	места	В зависимости от места и времени выделения все изученные штаммы EV 30 разделены на 4 группы.	места	1
15	места	Когда учишься жить не просто рядом, не над ребенком, а вместе с ребенком, для нелогичных запретов, могущих вызвать бурный протест, просто не остается места.	места	1
16	места	"Такой выбор ""места действия "" удивляет, однако, лишь на первый взгляд: режиссера интересует не болезнь – ""инаковость "", некая живая материя как носитель априорных ценностей."	места	1
17	места	Между тем и те, и другие издержки (и их размер) оказывают большое влияние на выбор предпринимателем места дислокации торгового предприятия и покупателем – магазина, в котором лучше приобрести товар.	места	1
18	места	Одним из декларированных преимуществ Интернет-обучения является его открытость, обеспечивающая предоставление образовательной услуги вне зависимости от места и времени ее приобретения, а также в точном соответствии с целевыми установками и уровнем развития знаний и профессиональных способностей обучаемого.	места	1
19	места	Неподалеку от этого места находится северно-корейская ракетная база.	места	1
20	места	Несмотря на различные подходы в типологии пространственной мобильности, в ее составе неизменно выделяется миграция, которая предполагает перемену индивидом постоянного места жительства.	места	1
21	места	Еще есть идеи по организации во Дворце места семейного отдыха горожан, но об этом пока рано говорить.	места	1
22	места	Вставай с моего места с дивана!	места	1
23	места	Спинку среднего места можно откинуть вперед – получится широкий подлокотник, он же столик с подстаканниками и боксом для мелочи.	места	1
24	места	Ей нет места в сегодняшней жизни, где все уже распределено и поделено.	места	1
25	места	"Он включает и тех, кто владеет мощными заводами и корпорациями, сетями магазинов и супермаркетов, самолетами и теплоходами, и тех, кто имеет небольшой доход от торгового места на вещевом рынке, и тех, кто предпринимательством занимается лишь время от времени, совершая ""челночные "" поездки за товаром в другие города и страны или выращивая на собственном огороде овощи на продажу."	места	1
26	места	"Стоит тронуться с места и пару раз ""переключиться "" – как рычагом хочется пользоваться еще и еще."	места	1
27	места	Образы и значения этих слов надо искать не там, где возвеличился и пал Рим, не там, откуда финикийцы отправляли во все концы свои корабли, не там, где, раздираемый противоречиями, прощался со всем византийский мир, а с того места, куда 12 октября 1492 года, открыв Новый Свет, причалили испанские корабли.	места	1
28	места	После этого катер поплыл в обратном направлении (по течению реки) и через 1 ч настиг те же плоты на расстоянии 5 км от места их первой встречи.	места	1
29	места	В 9 часов самолет Ан-26 Черноморского флота России совершил облет предполагаемого места трагедии: пилоты заметили спасательные плоты.	места	1
30	места	"Теперь после основного места работы провинившийся будет обязан ""отпахать "" еще, например, четыре часа ""на благо общества ""."	места	1
31	места	Военные и политики заняты поиском места работы Геннадию Трошеву	места	1
32	места	Вам нет места в России.	места	1
33	места	Оказалось, что покойная не имела в Саратове не только прописки, но и постоянного места жительства.	места	1
34	места	"Для него не нашлось видного поста в "" Единой России "", хотя сулили ему, по слухам, золотые горы, вплоть до поста главы генсовета и места в первой тройке."	места	1
35	места	По мнению одного из идеологов образовательной реформы – ректора Высшей школы экономики (ВШЭ) Ярослава Кузьминова, если все оставить как есть, то уже через 7-10 лет мы не сможем конкурировать на мировом рынке образовательных услуг, а места в списке стран с интеллектуальной экономикой для России вообще не останется.	места	1
36	места	Другие могут играть в свое удовольствие, для России же не существует места, кроме первого.	места	1
37	места	Корми эту тварь, не корми, одни лишь паразиты сыты будут, а она с места не сдвинется!	места	1
38	места	За недостаточностью места мы не можем основательно рассмотреть ее содержание, а потому обратим внимание на самое важное.	места	1
39	места	"В начале мая на рынке был задержан предприниматель, взявший 25 тысяч рублей ""за решение вопроса "" о предоставлении торгового места."	места	1
40	места	Создатели многих неудавшихся интернет-проектов любят рассуждать о том, что к 2001 году весь РУНЕТ (российский сегмент глобальной Сети) был уже поделен, и новым игрокам попросту не нашлось места на поляне,	места	1
41	места	"Этот перечень-с добавлением важной, но малоизвестной позиции: "" опросы – это не измерения "", – задает структуру обсуждения роли и места институтов опросов в эпоху "" охвата ""."	места	1
42	места	В эпоху инквизиции (XIII – XVIII века) также не нашлось места прокурорскому надзору, поскольку инквизитор осуществлял и розыск, и уголовное преследование, и суд (функции обвинения, защиты и разрешения дела были слиты в одном лице).	места	1
43	места	Из-за отказа в поставках запчастей не могли двинуться с места треть грузовиков, перевозивших медную руду, более трети городских автобусов, каждое пятое такси.	места	1
44	места	"Перед советским прошлым выглядит смехотворно бутафорская ""петербургская империя "" Президента, в которой нет места величию, трагедии, государственному подвигу, а один только фарс, пиар, балаган."	места	1
45	места	Похоже, что концепциям, подобным Концепции действий на рынке труда, вообще нет места в системе государственного управления экономикой и социальной сферой.	места	1
46	места	"А Конституционный суд обязан проверять конституционность закона, не только сообразуясь с его буквой, но и оценивать норму ""по смыслу, придаваемому правоприменительной практикой и исходя из ее места в системе ""."	места	1
47	места	Но если случай серьезный, я все в доме переставляю с места на место.	места	1
48	места	Профессорского места он не нашел, занялся журналистикой и тут же столкнулся с цензурой.	места	1
49	места	"""Для матерей, кормящих грудью, должны быть установлены, помимо общих перерывов (обеденных. – О. Э.), еще дополнительные перерывы для кормления ребенка... причем перерывы на кормление не могут иметь места реже, чем через 3 1/2-часовые, и продолжительность их должна быть не менее получаса ""."	места	1
50	места	А потеря этого места – конец карьеры и самой жизни.	места	1
51	места	Действие развивается по законам логики первые 20 минут – затем Оннов превращается в своего гонителя полковника Одуванчикова и даже здание Кремля сходит со своего места и начинает двигаться к дому Оннова	места	1
52	места	И уж тем более не в том, что в представлениях партии о человеческом достоинстве не нашлось места для коренного принципа Свободы, понимаемой партийными идеологами лишь как личная безопасность граждан в сочетании с поощряемой предпринимательской активностью.	места	1
53	места	И человек срывался с места.	места	1
54	места	Ведь структура моторной стадии на начальном этапе формирования представлена быстрыми баллистическими движениями, в которых нет места когнитивным образованиям.	места	1
55	места	"После призового второго места, которое в прошлом году занял Магомед Газдиев из школы-гимназии г. Назрань в номинации ""Юные губернаторы "", появилось немало желающих попробовать свои силы."	места	1
